Unnamed: 0,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved,final_price
2397562,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,11385.0,,Gated community,500032.0,P Janardhan Reddy Nagar,1280.0,,,no,14572800.0
2397563,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,12880.0,,Gated community,500032.0,P Janardhan Reddy Nagar,747.5,,,no,9627800.0
2397564,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13985.0,,Gated community,500032.0,P Janardhan Reddy Nagar,1056.9,,,no,14780746.500000002
2397565,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,9575.0,,Gated community,500032.0,P Janardhan Reddy Nagar,1247.35,,,no,11943376.25
2399078,"ramky towers, Gachibowli",ramky towers,"3rd party, Property Science",,17.44462851,78.36571991,,12294.0,,Gated community,500032.0,Gachibowli,698.75,,,no,8590432.5
2399079,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,15665.0,,Gated community,500032.0,P Janardhan Reddy Nagar,1157.0,,,no,18124405.0
2355176,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655.0,,Gated community / Apartment,500032.0,Indira Nagar,819.0,,,no,10364445.0
2394807,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12308.0,,Gated community / Apartment,500032.0,Indira Nagar,555.75,,,no,6840171.0
2394808,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,10440.0,,Gated community / Apartment,500032.0,Indira Nagar,2691.0,,,no,28094040.0
2394809,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655.0,,Gated community / Apartment,500032.0,Indira Nagar,1250.0,,,no,15818750.0
2397568,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12308.0,,Gated community / Apartment,500032.0,Indira Nagar,555.75,,,no,6840171.0
2397569,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,10440.0,,Gated community / Apartment,500032.0,Indira Nagar,1253.0,,,no,13081320.0
2210495,"Vasavi Solitaire Heights, Ameerpet, Hyderabad",Vasavi Solitaire Heights,"3rd party, Property Science",,17.43245303,78.44428185,,15833.0,,Gated community / Apartment,500073.0,"Ameerpet, Hyderabad",1007.5,,,no,15951747.5
2221667,"Vasavi Solitaire Heights, Ameerpet, Hyderabad",Vasavi Solitaire Heights,"3rd party, Property Science",,17.43245303,78.44428185,,15833.0,,Gated community / Apartment,500073.0,"Ameerpet, Hyderabad",1006.0,,,no,15927998.0
2221668,"Vasavi Solitaire Heights, Ameerpet, Hyderabad",Vasavi Solitaire Heights,"3rd party, Property Science",,17.43245303,78.44428185,,15833.0,,Gated community / Apartment,500073.0,"Ameerpet, Hyderabad",995.8,,,no,15766501.399999999
2223384,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719.0,,Gated community,500074.0,LB Nagar,1041.0,,,yes,6994479.0
2611907,"Mantri Celestia, Financial District",Mantri Celestia,"3rd party, Property Science",,17.4212801,78.34370434,,7679.0,,Gated community / Apartment,500032.0,Financial District,825.5,,,no,6339014.5
2611920,"Mantri Celestia, Financial District",Mantri Celestia,"3rd party, Property Science",,17.4212801,78.34370434,,6750.0,,Gated community / Apartment,500032.0,Financial District,828.0,,,no,5589000.0
2611921,"Mantri Celestia, Financial District",Mantri Celestia,"3rd party, Property Science",,17.4212801,78.34370434,,7500.0,,Gated community / Apartment,500032.0,Financial District,913.25,,,no,6849375.0
2327073,"Maphar Heritage, Chintal, Hyderabad",Maphar Heritage,"3rd party, Property Science",,17.40086382,78.46005212,,13571.0,,Gated community / Apartment,500004.0,"Chintal, Hyderabad",1440.0,,,no,19542240.0
2398536,"Maphar Heritage, Chintal, Hyderabad",Maphar Heritage,"3rd party, Property Science",,17.5023,78.3987,,13571.0,,Stand Alone / Apartment,500037.0,"Chintal, Hyderabad",1371.5,,,no,18612626.5
2401784,"Maphar Heritage, Chintal, Hyderabad",Maphar Heritage,"3rd party, Property Science",,17.5023,78.3987,,13571.0,,Stand Alone / Apartment,500037.0,"Chintal, Hyderabad",1371.5,,,no,18612626.5
2311613,"Kanakadhara Landmark, Saket",Kanakadhara Landmark,"3rd party, Property Science",,17.48725,78.569111,,5574.0,,Gated community,500062.0,Saket,1449.0,,,no,8076726.0
2311613,"Kanakadhara Landmark, Saket",Kanakadhara Landmark,"3rd party, Property Science",,17.48725,78.569111,,5574.0,,Gated community,500062.0,Saket,1397.0,,,no,7786878.0
2311614,"Kanakadhara Landmark, Saket",Kanakadhara Landmark,"3rd party, Property Science",,17.48725,78.569111,,5574.0,,Gated community,500062.0,Saket,1397.0,,,no,7786878.0
2311614,"Kanakadhara Landmark, Saket",Kanakadhara Landmark,"3rd party, Property Science",,17.48725,78.569111,,5574.0,,Gated community,500062.0,Saket,1397.0,,,no,7786878.0
2311615,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349.0,,Gated community / Apartment,500062.0,,,3,,no,
2311615,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349.0,,Gated community / Apartment,500062.0,,,,,no,
2311616,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349.0,,Gated community / Apartment,500062.0,,,2,,no,
2311616,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349.0,,Gated community / Apartment,500062.0,,,,,no,
2311617,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349.0,,Gated community / Apartment,500062.0,,,3,,no,
2311617,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349.0,,Gated community / Apartment,500062.0,,,,,no,
2311618,"kushal residency, Chakripuram",kushal residency,"3rd party, Property Science",,17.483666,78.588481,,7211.0,,Stand Alone / Apartment,500062.0,Chakripuram,1200.0,,,no,8653200.0
2311618,"kushal residency, Chakripuram",kushal residency,"3rd party, Property Science",,17.483666,78.588481,,7211.0,,Stand Alone / Apartment,500062.0,Chakripuram,994.5,,,no,7171339.5
2311619,"kushal residency, Chakripuram",kushal residency,"3rd party, Property Science",,17.483666,78.58739693,,7211.0,,Stand Alone / Apartment,500062.0,Chakripuram,1000.0,,,no,7211000.0
2311619,"kushal residency, Chakripuram",kushal residency,"3rd party, Property Science",,17.483666,78.588481,,7211.0,,Stand Alone / Apartment,500062.0,Chakripuram,1230.0,,,no,8869530.0
2375092,"Maphar Sabz Residency, Tolichowki",Maphar Sabz Residency,"3rd party, Property Science",,17.39930694,78.4135611,,6000.0,,Stand Alone,500008.0,Tolichowki,1950.0,,,no,11700000.0
2311620,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871.0,,Stand Alone / Apartment,500062.0,Saket,1850.0,,,no,14561350.0
2311620,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871.0,,Stand Alone / Apartment,500062.0,Saket,1385.0,,,no,10901335.0
2311621,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871.0,,Stand Alone / Apartment,500062.0,Saket,1425.0,,,no,11216175.0
2397570,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655.0,,Gated community / Apartment,500032.0,Indira Nagar,1250.0,,,no,15818750.0
2399088,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12308.0,,Gated community / Apartment,500032.0,Indira Nagar,548.6,,,no,6752168.800000001
2399089,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,10440.0,,Gated community / Apartment,500032.0,Indira Nagar,1179.0,,,no,12308760.0
2399090,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655.0,,Gated community / Apartment,500032.0,Indira Nagar,1267.5,,,no,16040212.5
2399947,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12308.0,,Gated community / Apartment,500032.0,Indira Nagar,548.6,,,no,6752168.800000001
2399948,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,10440.0,,Gated community / Apartment,500032.0,Indira Nagar,1170.0,,,no,12214800.0
2399949,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655.0,,Gated community / Apartment,500032.0,Indira Nagar,1290.25,,,no,16328113.75
2637147,"Sobha Waterfont, Somajiguda, Hyderabad",Sobha Waterfont,"3rd party, Property Science",,17.427295,78.45994,,20429.0,,Gated community / Apartment,500082.0,"Somajiguda, Hyderabad",520.0,,,yes,10623080.0
2637148,"Sobha Waterfont, Somajiguda, Hyderabad",Sobha Waterfont,"3rd party, Property Science",,17.427295,78.45994,,20429.0,,Gated community / Apartment,500082.0,"Somajiguda, Hyderabad",4639.05,,,yes,94771152.45
2637149,"Sobha Waterfont, Somajiguda, Hyderabad",Sobha Waterfont,"3rd party, Property Science",,17.427295,78.45994,,20429.0,,Gated community / Apartment,500082.0,"Somajiguda, Hyderabad",3100.0,,,yes,63329900.0
2210526,"Solitaire Heights, Ameerpet",Solitaire Heights,"3rd party, Property Science",,17.43778615,78.44759371,,13089.0,,Unknown,500082.0,Ameerpet,1567.0,,,no,20510463.0
2221699,"Solitaire Heights, Ameerpet",Solitaire Heights,"3rd party, Property Science",,17.43778615,78.44759371,,13089.0,,Unknown,500082.0,Ameerpet,1567.0,,,no,20510463.0
2382550,"Solitaire Heights, Ameerpet",Solitaire Heights,"3rd party, Property Science",,17.43778615,78.44759371,,13089.0,,Unknown,500082.0,Ameerpet,1546.0,,,no,20235594.0
2309960,"Sowbhagya Lakshmi Residency, Vittalwadi",Sowbhagya Lakshmi Residency,"3rd party, Property Science",,17.397378,78.485064,,7978.0,,Stand Alone / Apartment,500029.0,Vittalwadi,780.0,,,no,6222840.0
2152222,"space link, Film Nagar",space link,"3rd party, Property Science",,17.41367759,78.40733315,,16318.0,,Commercial Spaces,,Film Nagar,838.5,,,no,13682643.0
2152709,"space link, Film Nagar",space link,"3rd party, Property Science",,17.41367759,78.40733315,,16318.0,,Stand Alone / Apartment,,Film Nagar,803.0,,,no,13103354.0
2180314,"space link, Film Nagar",space link,"3rd party, Property Science",,17.41367759,78.40733315,,16318.0,,Stand Alone / Apartment,,Film Nagar,783.25,,,no,12781073.5
2362200,"Spectra Metro Heights, Nagole",Spectra Metro Heights,"3rd party, Property Science",,17.37351799,78.56692153,,8925.0,,Stand Alone / Apartment,500068.0,Nagole,802.75,,,no,7164543.75
2311631,"Go Green Park, Cherlapally, Hyderabad",Go Green Park,"3rd party, Property Science",,17.480754,78.61377548,,5714.0,,Stand Alone / Apartment,500083.0,"Cherlapally, Hyderabad",1525.0,,,no,8713850.0
2311631,"Go Green Park, Cherlapally, Hyderabad",Go Green Park,"3rd party, Property Science",,17.480754,78.61377548,,5714.0,,Stand Alone / Apartment,500083.0,"Cherlapally, Hyderabad",993.0,,,no,5674002.0
2311621,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871.0,,Stand Alone / Apartment,500062.0,Saket,1345.0,,,no,10586495.0
2336559,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871.0,,Stand Alone / Apartment,500062.0,Saket,972.0,,,no,7650612.0
2336560,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871.0,,Stand Alone / Apartment,500062.0,,2061.0,,,no,16222131.0
2309945,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921.0,,Stand Alone / Apartment,500034.0,,,,,no,
2327088,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921.0,,Stand Alone / Apartment,500034.0,,,,,no,
2398551,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921.0,,Stand Alone / Apartment,500034.0,,,,,no,
2223385,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6100.0,,Gated community,500074.0,LB Nagar,1525.0,,,yes,9302500.0
2313299,"AVL Samskruthi, Manikonda, Hyderabad",AVL Samskruthi,"3rd party, Property Science",,17.398066,78.380364,,11667.0,,Gated community / Apartment,500089.0,"Manikonda, Hyderabad",1537.25,,,no,17935095.75
2223386,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12528.0,,Gated community,500074.0,LB Nagar,984.75,,,yes,12336948.0
2313301,"DSR Puppalguda, Puppalaguda, Hyderabad",DSR Puppalguda,"3rd party, Property Science",,17.3986454,78.37397003,,16071.0,,Gated community / Apartment,500089.0,"Puppalaguda, Hyderabad",861.25,,,yes,13841148.75
2223387,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12542.0,,Gated community,500074.0,LB Nagar,934.0,,,yes,11714228.0
2228024,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719.0,,Gated community,500074.0,LB Nagar,1023.0,,,yes,6873537.0
2375102,"Paramount Hills, Tolichowki",Paramount Hills,"3rd party, Property Science",,17.39930694,78.4135611,,5169.0,,Stand Alone / Apartment,500008.0,Tolichowki,1694.0,,,no,8756286.0
2313305,"AVL Samskruthi, Manikonda, Hyderabad",AVL Samskruthi,"3rd party, Property Science",,17.398066,78.380364,,11667.0,,Gated community / Apartment,500089.0,"Manikonda, Hyderabad",1537.25,,,no,17935095.75
2228024,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719.0,,Gated community,500074.0,LB Nagar,987.0,,,yes,6631653.0
2313307,"Eipl Corner Stone, Puppalaguda, Hyderabad",Eipl Corner Stone,"3rd party, Property Science",,17.399844,78.369866,,11714.0,,Gated community / Apartment,500089.0,"Puppalaguda, Hyderabad",1232.4,,,no,14436333.600000001
2313308,"AVL Samskruthi, Manikonda, Hyderabad",AVL Samskruthi,"3rd party, Property Science",,17.398066,78.380364,,11667.0,,Gated community / Apartment,500089.0,"Manikonda, Hyderabad",1537.25,,,no,17935095.75
2313309,"Eipl Corner Stone, Puppalaguda, Hyderabad",Eipl Corner Stone,"3rd party, Property Science",,17.399844,78.369866,,11714.0,,Gated community / Apartment,500089.0,"Puppalaguda, Hyderabad",1614.0,,,no,18906396.0
2313310,"DSR Puppalguda, Puppalaguda, Hyderabad",DSR Puppalguda,"3rd party, Property Science",,17.3986454,78.37397003,,16071.0,,Gated community / Apartment,500089.0,"Puppalaguda, Hyderabad",893.75,,,yes,14363456.25
2228025,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6100.0,,Gated community,500074.0,LB Nagar,1025.0,,,yes,6252500.0
2313312,"DSR Puppalguda, Puppalaguda, Hyderabad",DSR Puppalguda,"3rd party, Property Science",,17.3986454,78.37397003,,24286.0,,Gated community / Apartment,500089.0,"Puppalaguda, Hyderabad",617.5,,,yes,14996605.0
2313313,"AVL Samskruthi, Manikonda, Hyderabad",AVL Samskruthi,"3rd party, Property Science",,17.398066,78.380364,,11667.0,,Gated community / Apartment,500089.0,"Manikonda, Hyderabad",1537.25,,,no,17935095.75
2313314,"DSR Puppalguda, Puppalaguda, Hyderabad",DSR Puppalguda,"3rd party, Property Science",,17.3986454,78.37397003,,16071.0,,Gated community / Apartment,500089.0,"Puppalaguda, Hyderabad",910.0,,,yes,14624610.0
2313315,", alkapur",,"3rd party, Property Science",,17.39003927,78.36850435,,4500.0,,Unknown,,alkapur,1108.25,,,no,4987125.0
2313317,", Neknampur",,"3rd party, Property Science",,17.39170716,78.37267942,,7905.0,,Unknown,,Neknampur,1170.0,,,no,9248850.0
2313318,"Akruthi Aavasa, Alkapoor township ,Manikonda",Akruthi Aavasa,"3rd party, Property Science",,17.40399728,78.37167264,,5432.0,,Gated community,500089.0,"Alkapoor township ,Manikonda",812.5,,,no,4413500.0
2313319,"Anuhar 99 Parc, Neknampur",Anuhar 99 Parc,"3rd party, Property Science",,17.391106,78.374598,,7692.0,,Gated community / Apartment,500089.0,Neknampur,1701.0,,,no,13084092.0
2313320,"apartment, Dollar hills",apartment,"3rd party, Property Science",,17.395,78.4,,5907.0,,Stand Alone / Apartment,500089.0,Dollar hills,1462.0,,,no,8636034.0
2313321,"ARs Prime Residency, Shirdi Sai Nagar",ARs Prime Residency,"3rd party, Property Science",,17.404364,78.378657,,8205.0,,Gated community / Apartment,500089.0,Shirdi Sai Nagar,787.0,,,no,6457335.0
2313322,"Aryamitra Alpine, Manikonda",Aryamitra Alpine,"3rd party, Property Science",,17.3935,78.4,,9825.0,,Stand Alone / Apartment,500089.0,Manikonda,2465.0,,,no,24218625.0
2313323,"Bhaskara Palace, Puppalaguda",Bhaskara Palace,"3rd party, Property Science",,17.385,78.4,,9615.0,,Stand Alone / Apartment,500089.0,Puppalaguda,1198.0,,,no,11518770.0
2313324,"bhuvana zuva wista, Manikonda",bhuvana zuva wista,"3rd party, Property Science",,17.3935,78.4,,12120.0,,Stand Alone / Apartment,500089.0,Manikonda,889.2,,,no,10777104.0
2313325,"blue bells, Manikonda",blue bells,"3rd party, Property Science",,17.3935,78.4,,7917.0,,Stand Alone / Apartment,500089.0,Manikonda,1102.4,,,no,8727700.8
2313326,"Blue Lagoon, Neknampur",Blue Lagoon,"3rd party, Property Science",,17.389821,78.377134,,4897.0,,Gated community / Apartment,500089.0,Neknampur,702.0,,,no,3437694.0
2313327,"BM Shreya Elegance, Manikonda",BM Shreya Elegance,"3rd party, Property Science",,17.40334197,78.38200629,,11492.0,,Stand Alone / Apartment,500089.0,Manikonda,1098.5,,,no,12623962.0
2313328,"BM Shreya Elegance, Manikonda",BM Shreya Elegance,"3rd party, Property Science",,17.40334197,78.38200629,,9231.0,,Stand Alone / Apartment,500089.0,Manikonda,1290.0,,,no,11907990.0
2313329,"BM Shreya Homes, Shirdi Sai Nagar",BM Shreya Homes,"3rd party, Property Science",,17.403241,78.382299,,8923.0,,Stand Alone / Apartment,500089.0,Shirdi Sai Nagar,971.75,,,no,8670925.25
2313330,"Crescent Marvel, Neknampur",Crescent Marvel,"3rd party, Property Science",,17.395062,78.387986,,7371.0,,Stand Alone / Apartment,500089.0,Neknampur,1049.1,,,no,7732916.1
2313331,"Cyber E Park, Manikonda",Cyber E Park,"3rd party, Property Science",,17.3935,78.4,,6635.0,,Stand Alone / Apartment,500089.0,Manikonda,1066.0,,,no,7072910.0
2313332,"Elegant Floatilla, Neknampur",Elegant Floatilla,"3rd party, Property Science",,17.389527,78.375113,,8875.0,,Gated community / Apartment,500089.0,Neknampur,1137.5,,,no,10095312.5
2313333,"Elegant Floatilla, Neknampur",Elegant Floatilla,"3rd party, Property Science",,17.389527,78.375113,,9231.0,,Gated community / Apartment,500089.0,Neknampur,1275.0,,,no,11769525.0
2313334,"floatilla apartment, Neknampur",floatilla apartment,"3rd party, Property Science",,17.389533,78.375111,,10382.0,,Gated community / Apartment,500089.0,Neknampur,1050.0,,,no,10901100.0
2313335,"Fortune Golden Oriole, Manikonda",Fortune Golden Oriole,"3rd party, Property Science",,17.400359,78.368719,,10683.0,,Gated community / Apartment,500089.0,Manikonda,1530.0,,,no,16344990.0
2313336,"Fortune Golden Oriole, Manikonda",Fortune Golden Oriole,"3rd party, Property Science",,17.400359,78.368719,,10255.0,,Gated community / Apartment,500089.0,Manikonda,876.0,,,no,8983380.0
2313337,"Gangothri Nakshatra, Neknampur",Gangothri Nakshatra,"3rd party, Property Science",,17.389546,78.364897,,8112.0,,Gated community / Apartment,500089.0,Neknampur,819.0,,,no,6643728.0
2313338,"Gowri Shankar Apartment, Kakatiya Nagar",Gowri Shankar Apartment,"3rd party, Property Science",,17.474351,78.541266,,2973.0,,Stand Alone / Apartment,500056.0,"Financial District, Nanakramguda",,,Hyderabad,no,
2313339,"Gowri Shankar Apartment, Kakatiya Nagar",Gowri Shankar Apartment,"3rd party, Property Science",,17.474351,78.541266,,2973.0,,Stand Alone / Apartment,500056.0,"HS Darga Rd, Timber Lake Colony, Prashant Hills, Gachibowli, Rai Durg",,,Hyderabad,no,
2313340,"Green Living, Manikonda",Green Living,"3rd party, Property Science",,17.3935,78.4,,10451.0,,Stand Alone / Apartment,500089.0,Manikonda,1091.0,,,no,11402041.0
2313341,"GRT Apartments, Neknampur",GRT Apartments,"3rd party, Property Science",,17.390737,78.377582,,8615.0,,Stand Alone / Apartment,500089.0,Neknampur,1380.0,,,no,11888700.0
2313342,"GRT Apartments, Neknampur",GRT Apartments,"3rd party, Property Science",,17.390737,78.377582,,8637.0,,Stand Alone / Apartment,500089.0,Neknampur,2100.0,,,no,18137700.0
2313343,"GRT Apartments, Neknampur",GRT Apartments,"3rd party, Property Science",,17.3907,78.37756,,8617.0,,Gated community / Apartment,500089.0,Neknampur,1950.0,,,no,16803150.0
2313344,"hallmark elitia, neknampur",hallmark elitia,"3rd party, Property Science",,17.390202,78.372484,,10720.0,,Stand Alone / Apartment,500075.0,neknampur,2223.0,,,no,23830560.0
2313345,"Hallmark Gardenia, HUDA",Hallmark Gardenia,"3rd party, Property Science",,17.390834,78.373086,,10308.0,,Stand Alone / Apartment,500089.0,HUDA,1446.0,,,no,14905368.0
2313346,"Hallmark Gardenia, HUDA",Hallmark Gardenia,"3rd party, Property Science",,17.390834,78.373086,,11031.0,,Stand Alone / Apartment,500089.0,HUDA,1390.0,,,no,15333090.0
2313347,"Hallmark Ruby, Alkapur Township",Hallmark Ruby,"3rd party, Property Science",,17.387992,78.366851,,4480.0,,Stand Alone / Apartment,500075.0,Alkapur Township,1196.0,,,no,5358080.0
2313348,"JB Residency, Manikonda",JB Residency,"3rd party, Property Science",,17.3935,78.4,,3127.0,,Stand Alone / Apartment,500089.0,,2546.0,,Hyderabad,no,7961342.0
2313349,"Jewel Crown Apartments, Shirdi Sai Nagar",Jewel Crown Apartments,"3rd party, Property Science",,17.404252,78.383119,,6147.0,,Gated community / Apartment,500089.0,Shirdi Sai Nagar,1335.75,,,no,8210855.25
2313350,"JS Orchid, Secretariat Employees Colony",JS Orchid,"3rd party, Property Science",,17.385,78.4867,,4623.0,,Stand Alone / Apartment,500004.0,Secretariat Employees Colony,715.0,,,no,3305445.0
2401799,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921.0,,Stand Alone / Apartment,500034.0,,,,,no,
2662834,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921.0,,Stand Alone / Apartment,500034.0,,,,,no,
2637168,"Maruti Jalagam Residency, Punjagutta",Maruti Jalagam Residency,"3rd party, Property Science",,17.42425577,78.45032173,,9182.0,,Stand Alone / Apartment,500082.0,Punjagutta,871.0,,,no,7997522.0
2375103,"Paramount Hills, Tolichowki",Paramount Hills,"3rd party, Property Science",,17.39930694,78.4135611,,5326.0,,Stand Alone / Apartment,500008.0,Tolichowki,362.7,,,no,1931740.2
2375104,"Paramount Hills, Tolichowki",Paramount Hills,"3rd party, Property Science",,17.40560805,78.41451472,,6088.0,,Stand Alone / Apartment,500008.0,Tolichowki,2233.0,,,no,13594504.0
2375105,"paramount surya nagar colony, Tolichowki",paramount surya nagar colony,"3rd party, Property Science",,17.40577795,78.41165063,,6888.0,,Stand Alone / Apartment,500008.0,Tolichowki,718.25,,,no,4947306.0
2362192,"Parimala Apartments, Snehapuri Colony, nagole",Parimala Apartments,"3rd party, Property Science",,17.37351799,78.56692153,,6417.0,,Stand Alone / Apartment,500068.0,"Snehapuri Colony, nagole",715.0,,,no,4588155.0
2399080,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,11383.0,,Gated community,500032.0,P Janardhan Reddy Nagar,1313.65,,,no,14953277.950000001
2399081,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13846.0,,Gated community,500032.0,P Janardhan Reddy Nagar,1200.0,,,no,16615200.0
2399082,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,11385.0,,Gated community,500032.0,P Janardhan Reddy Nagar,896.0,,,no,10200960.0
2399083,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,12880.0,,Gated community,500032.0,,825.5,,,no,10632440.0
2399084,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13985.0,,Gated community,500032.0,P Janardhan Reddy Nagar,1053.0,,,no,14726205.0
2399085,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,9575.0,,Gated community,500032.0,P Janardhan Reddy Nagar,1228.5,,,no,11762887.5
2399937,"ramky towers, Gachibowli",ramky towers,"3rd party, Property Science",,17.44462851,78.36571991,,12294.0,,Gated community,500032.0,Gachibowli,608.0,,,no,7474752.0
2362201,"Spectra Metro Heights, Nagole",Spectra Metro Heights,"3rd party, Property Science",,17.37351799,78.56692153,,5809.0,,Stand Alone / Apartment,500068.0,Nagole,1267.5,,,no,7362907.5
2362202,"Spectra Metro Heights, Nagole",Spectra Metro Heights,"3rd party, Property Science",,17.37351799,78.56692153,,9326.0,,Stand Alone / Apartment,500068.0,Nagole,1994.0,,,no,18596044.0
2326073,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52798194,78.43072616,,7962.0,,Gated community / Apartment,500055.0,Mettakanigudem,806.65,,,no,6422547.3
2326074,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52949545,78.42904838,,7472.0,,Gated community / Apartment,500055.0,Mettakanigudem,1560.0,,,no,11656320.0
2326075,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52953155,78.42903437,,6366.0,,Gated community / Apartment,500055.0,Mettakanigudem,913.25,,,no,5813749.5
