Unnamed: 0,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved,final_price
2336563,"Sairakshak nilayam, ambedkar nagar, Near to saket",Sairakshak nilayam,"3rd party, Property Science",,17.50708825,78.58464647,,2909.0,,Stand Alone / Apartment,500083.0," Financial District, Nanakramguda",,,Hyderabad,no,
2311623,"Saket pranaam, Sainikpuri",Saket pranaam,"3rd party, Property Science",,17.500308,78.573436,,4646.0,,Stand Alone / Apartment,500062.0,Sainikpuri,682.5,,,no,3170895.0
2311623,"Saket pranaam, Sainikpuri",Saket pranaam,"3rd party, Property Science",,17.500308,78.573436,,4646.0,,Stand Alone / Apartment,500062.0,Sainikpuri,669.5,,,no,3110497.0
2311624,"Saket pranaam, Sainikpuri",Saket pranaam,"3rd party, Property Science",,17.500308,78.573436,,4646.0,,Stand Alone / Apartment,500062.0,Sainikpuri,702.0,,,no,3261492.0
2311624,"Saket pranaam, Sainikpuri",Saket pranaam,"3rd party, Property Science",,17.500308,78.573436,,4646.0,,Stand Alone / Apartment,500062.0,Sainikpuri,672.75,,,no,3125596.5
2662846,"Triveni Complex, Abids",Triveni Complex,"3rd party, Property Science",,17.39151941,78.47792182,,6923.0,,Gated community / Apartment,500001.0,Abids,1266.0,,,no,8764518.0
2327115,"Tulips, Somajiguda",Tulips,"3rd party, Property Science",,17.42364136,78.45842319,,5524.0,,Stand Alone / Apartment,500082.0,Somajiguda,2223.0,,,no,12279852.0
2398578,"Tulips, Somajiguda",Tulips,"3rd party, Property Science",,17.42364136,78.45842319,,5524.0,,Stand Alone / Apartment,500082.0,Somajiguda,3289.0,,,no,18168436.0
2401826,"Tulips, Somajiguda",Tulips,"3rd party, Property Science",,17.42364136,78.45842319,,5524.0,,Stand Alone / Apartment,500082.0,Somajiguda,3900.0,,,no,21543600.0
2637186,"Tulips, Somajiguda",Tulips,"3rd party, Property Science",,17.42364136,78.45842319,,5524.0,,Stand Alone / Apartment,500082.0,,6825.0,,,no,37701300.0
2453482,"Uday crest, shilpa park",Uday crest,"3rd party, Property Science",,17.4407,78.3986,,8924.0,,Gated community / Apartment,500081.0,shilpa park,911.95,,,no,8138241.800000001
2235805,"Udaya Skyvert , Uppal, Hyderabad",Udaya Skyvert ,"3rd party, Property Science",,17.41257196,78.56499995,,9243.0,,Gated community / Apartment,500039.0,"Uppal, Hyderabad",1664.0,,,yes,15380352.0
2235805,"Udaya Skyvert , Uppal, Hyderabad",Udaya Skyvert ,"3rd party, Property Science",,17.41257196,78.56499995,,9243.0,,Gated community / Apartment,500039.0,"Uppal, Hyderabad",1623.7,,,yes,15007859.1
2228028,"VKC apartment, Bhagyanagar",VKC apartment,"3rd party, Property Science",,17.49559056,78.40218261,,3157.0,,Stand Alone / Apartment,500072.0,,,4,Hyderabad,no,
2235808,"Udaya Skyvert , Uppal, Hyderabad",Udaya Skyvert ,"3rd party, Property Science",,17.41257196,78.56499995,,9243.0,,Gated community / Apartment,500039.0,"Uppal, Hyderabad",1657.5,,,yes,15320272.5
2228140,"Jubilee Lakshmi Nivas, Saroor Nagar, Hyderabad",Jubilee Lakshmi Nivas,"3rd party, Property Science",,17.34727656,78.53944133,,6535.0,,Unknown,,"Saroor Nagar, Hyderabad",937.95,,,no,6129503.25
2228140,"Jubilee Lakshmi Nivas, Saroor Nagar, Hyderabad",Jubilee Lakshmi Nivas,"3rd party, Property Science",,17.34941,78.54956,,10000.0,,Unknown,,"Saroor Nagar, Hyderabad",1223.3,,,no,12233000.0
2336564,"Saket pranaam, Sainikpuri",Saket pranaam,"3rd party, Property Science",,17.500308,78.573436,,4646.0,,Stand Alone / Apartment,500062.0,Sainikpuri,627.25,,,no,2914203.5
2336565,"Saket pranaam, Sainikpuri",Saket pranaam,"3rd party, Property Science",,17.500308,78.573436,,4646.0,,Stand Alone / Apartment,500062.0,Sainikpuri,570.0,,,no,2648220.0
2235808,"Udaya Skyvert , Uppal, Hyderabad",Udaya Skyvert ,"3rd party, Property Science",,17.41257196,78.56499995,,9243.0,,Gated community / Apartment,500039.0,"Uppal, Hyderabad",1630.0,,,yes,15066090.0
2309962,"Uma Nilayam, New Sai Nagar Colony",Uma Nilayam,"3rd party, Property Science",,17.3548,78.5125,,11705.0,,Stand Alone / Apartment,500059.0,New Sai Nagar Colony,1614.0,,,no,18891870.0
2311625,"Saket Sriyam, Jai Jawan Colony",Saket Sriyam,"3rd party, Property Science",,17.48813906,78.57046366,,4962.0,,Gated community / Apartment,500062.0,Jai Jawan Colony,935.0,,,no,4639470.0
2311625,"Saket Sriyam, Jai Jawan Colony",Saket Sriyam,"3rd party, Property Science",,17.48813906,78.57046366,,4962.0,,Gated community / Apartment,500062.0,Jai Jawan Colony,980.0,,,no,4862760.0
2362149,"Urban Habitat, Bandlaguda, Hyderabad",Urban Habitat,"3rd party, Property Science",,17.37186099,78.57854576,,8571.0,,Gated community / Apartment,500068.0,"Bandlaguda, Hyderabad",637.0,,,yes,5459727.0
2362150,"Urban Habitat, Bandlaguda, Hyderabad",Urban Habitat,"3rd party, Property Science",,17.37186099,78.57854576,,8571.0,,Gated community / Apartment,500068.0,,592.8,,,yes,5080888.8
2228145,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1154.0,,,no,12782858.0
2228145,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1670.0,,,no,18498590.0
2362153,"Urban Habitat, Bandlaguda, Hyderabad",Urban Habitat,"3rd party, Property Science",,17.37186099,78.57854576,,8571.0,,Gated community / Apartment,500068.0,"Bandlaguda, Hyderabad",585.0,,,yes,5014035.0
2362154,"Urban Habitat, Bandlaguda, Hyderabad",Urban Habitat,"3rd party, Property Science",,17.37186099,78.57854576,,8571.0,,Gated community / Apartment,500068.0,"Bandlaguda, Hyderabad",747.5,,,yes,6406822.5
2228147,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1154.0,,,no,12782858.0
2228147,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",2197.0,,,no,24336169.0
2362156,"Urban Habitat, Bandlaguda, Hyderabad",Urban Habitat,"3rd party, Property Science",,17.371877,78.578784,,5055.0,,Gated community / Apartment,500068.0,"Bandlaguda, Hyderabad",734.5,,,yes,3712897.5
2362158,"Urban Habitat, Bandlaguda, Hyderabad",Urban Habitat,"3rd party, Property Science",,17.37186099,78.57854576,,8571.0,,Gated community / Apartment,500068.0,"Bandlaguda, Hyderabad",687.05,,,yes,5888705.55
2285807,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,12819.0,,Gated community,500075.0,"Kokapet, Hyderabad",2213.0,,,yes,28368447.0
2285809,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,16665.0,,Gated community,500075.0,"Kokapet, Hyderabad",734.5,,,yes,12240442.5
2311626,"Saket Sriyam, Jai Jawan Colony",Saket Sriyam,"3rd party, Property Science",,17.48813906,78.57046366,,5538.0,,Gated community / Apartment,500062.0,Jai Jawan Colony,1481.0,,,no,8201778.0
2311626,"Saket Sriyam, Jai Jawan Colony",Saket Sriyam,"3rd party, Property Science",,17.48813906,78.57046366,,5538.0,,Gated community / Apartment,500062.0,Jai Jawan Colony,1462.0,,,no,8096556.0
2285809,"Rajapushpa Provincia, Kokapet, Hyderabad",Rajapushpa Provincia,"3rd party, Property Science",,17.3956852,78.35501099,,16665.0,,Gated community,500075.0,"Kokapet, Hyderabad",715.0,,,yes,11915475.0
2210514,"Rajeshwara, Ameerpet",Rajeshwara,"3rd party, Property Science",,17.43778615,78.44759371,,9255.0,,Unknown,500082.0,Ameerpet,1566.5,,,no,14497957.5
2228152,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714.0,,Gated community / Apartment,500074.0,"L.B. Nagar, Hyderabad",871.0,,,yes,8460894.0
2228152,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714.0,,Gated community / Apartment,500074.0,"L.B. Nagar, Hyderabad",950.0,,,yes,9228300.0
2315102,"Urban Lilly, Vivekanand Nagar",Urban Lilly,"3rd party, Property Science",,17.50042745,78.41982171,,10138.0,,Stand Alone / Apartment,500072.0,Vivekanand Nagar,7085.0,,,no,71827730.0
2223336,"Uvera Heights, L.B. Nagar, Hyderabad",Uvera Heights,"3rd party, Property Science",,17.34537506,78.55673981,,9571.0,,Gated community / Apartment,500070.0,"L.B. Nagar, Hyderabad",1316.25,,,yes,12597828.75
2228154,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714.0,,Gated community / Apartment,500074.0,"L.B. Nagar, Hyderabad",520.0,,,yes,5051280.0
2228154,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714.0,,Gated community / Apartment,500074.0,"L.B. Nagar, Hyderabad",422.5,,,yes,4104165.0
2228155,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1950.0,,,no,21600150.0
2228155,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1651.0,,,no,18288127.0
2223340,"Uvera Heights, L.B. Nagar, Hyderabad",Uvera Heights,"3rd party, Property Science",,17.34537506,78.55673981,,9571.0,,Gated community / Apartment,500070.0,"L.B. Nagar, Hyderabad",1332.5,,,yes,12753357.5
2227976,"Uvera Heights, L.B. Nagar, Hyderabad",Uvera Heights,"3rd party, Property Science",,17.34537506,78.55673981,,9571.0,,Gated community / Apartment,500070.0,"L.B. Nagar, Hyderabad",1311.7,,,yes,12554280.700000001
2336520,"Saketh Pranamam, Kompally, Hyderabad",Saketh Pranamam,"3rd party, Property Science",,17.597833,78.467492,,8571.0,,Gated community / Apartment,501401.0,"Kompally, Hyderabad",812.5,,,yes,6963937.5
2336521,"Saketh Pranamam, Kompally, Hyderabad",Saketh Pranamam,"3rd party, Property Science",,17.597833,78.467492,,8571.0,,Gated community / Apartment,501401.0,"Kompally, Hyderabad",780.0,,,yes,6685380.0
2227976,"Uvera Heights, L.B. Nagar, Hyderabad",Uvera Heights,"3rd party, Property Science",,17.34537506,78.55673981,,9571.0,,Gated community / Apartment,500070.0,"L.B. Nagar, Hyderabad",1295.45,,,yes,12398751.950000001
2227980,"Uvera Heights, L.B. Nagar, Hyderabad",Uvera Heights,"3rd party, Property Science",,17.34537506,78.55673981,,9571.0,,Gated community / Apartment,500070.0,"L.B. Nagar, Hyderabad",1311.7,,,yes,12554280.700000001
2336523,"Saketh Pranamam, Kompally, Hyderabad",Saketh Pranamam,"3rd party, Property Science",,17.597833,78.467492,,8571.0,,Gated community / Apartment,501401.0,"Kompally, Hyderabad",747.5,,,yes,6406822.5
2336527,"Saketh Pranamam, Kompally, Hyderabad",Saketh Pranamam,"3rd party, Property Science",,17.597833,78.467492,,8571.0,,Gated community / Apartment,501401.0,"Kompally, Hyderabad",747.5,,,yes,6406822.5
2228160,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1953.25,,,no,21636150.25
2228160,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077.0,,Gated community / Apartment,500074.0,"Saroor Nagar, Hyderabad",1651.0,,,no,18288127.0
2336530,"Saketh Pranamam, Kompally, Hyderabad",Saketh Pranamam,"3rd party, Property Science",,17.597833,78.467492,,8571.0,,Gated community / Apartment,501401.0,"Kompally, Hyderabad",780.0,,,yes,6685380.0
2442467,"Saman Puram, samathanapuram, Demo City",Saman Puram,"3rd party, Property Science",,0.0,0.0,,10145.0,,Unknown,,"samathanapuram, Demo City",1235.0,,,no,12529075.0
2228162,", Reddy Colony",,"3rd party, Property Science",,17.33892165,78.54711692,,6592.0,,Unknown,,Reddy Colony,1537.25,,,no,10133552.0
2228162,", Reddy Colony",,"3rd party, Property Science",,17.33892165,78.54711692,,6592.0,,Unknown,,Reddy Colony,1623.7,,,no,10703430.4
2228163,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,5245.0,,Gated community / Apartment,500079.0,LB Nagar,993.0,,,no,5208285.0
2228163,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,5245.0,,Gated community / Apartment,500079.0,LB Nagar,870.0,,,no,4563150.0
2228164,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,7631.0,,Gated community / Apartment,500079.0,LB Nagar,787.0,,,no,6005597.0
2228164,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,7631.0,,Gated community / Apartment,500079.0,LB Nagar,1440.0,,,no,10988640.0
2228165,"ARC Sai Brindavanam Apartments, Chintalkunta, Road No 11, Shakthi Nagar",ARC Sai Brindavanam Apartments,"3rd party, Property Science",,17.336338,78.55353,,5769.0,,Stand Alone / Apartment,500074.0,"Chintalkunta, Road No 11, Shakthi Nagar",1342.25,,,no,7743440.25
2228165,"ARC Sai Brindavanam Apartments, Chintalkunta, Road No 11, Shakthi Nagar",ARC Sai Brindavanam Apartments,"3rd party, Property Science",,17.336338,78.55353,,5769.0,,Stand Alone / Apartment,500074.0,"Chintalkunta, Road No 11, Shakthi Nagar",1335.75,,,no,7705941.75
2228166,"balaji residency 2, Mansoorabad",balaji residency 2,"3rd party, Property Science",,17.356162,78.557926,,9523.0,,Stand Alone / Apartment,500068.0,Mansoorabad,1742.0,,,no,16589066.0
2228166,"balaji residency 2, Mansoorabad",balaji residency 2,"3rd party, Property Science",,17.356162,78.557926,,9523.0,,Stand Alone / Apartment,500068.0,Mansoorabad,1610.0,,,no,15332030.0
2228167,"bhagya nagar CHS, Bhagya Nagar Colony",bhagya nagar CHS,"3rd party, Property Science",,17.34727656,78.53944133,,7495.0,,Unknown,500072.0,,1197.0,,,no,8971515.0
2228167,"bhagya nagar CHS, Bhagya Nagar Colony",bhagya nagar CHS,"3rd party, Property Science",,17.34727656,78.53944133,,7495.0,,Unknown,500072.0,Bhagya Nagar Colony,950.0,,,no,7120250.0
2228168,"Chintalkunta, Chintalkunta",Chintalkunta,"3rd party, Property Science",,17.33786827,78.55876963,,9231.0,,Unknown,500070.0,Chintalkunta,1260.0,,,no,11631060.0
2228168,"Chintalkunta, Chintalkunta",Chintalkunta,"3rd party, Property Science",,17.33786827,78.55876963,,9231.0,,Unknown,500070.0,Chintalkunta,2054.0,,,no,18960474.0
2228169,"Classic, Chintalkunta",Classic,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,Chintalkunta,762.0,,,no,6063234.0
2228169,"Classic, Chintalkunta",Classic,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,,845.0,,,no,6723665.0
2228170,"janapriya homes, Chintalkunta",janapriya homes,"3rd party, Property Science",,17.337943,78.562978,,6574.0,,Gated community,500070.0,Chintalkunta,1264.25,,,no,8311179.5
2228170,"janapriya homes, Chintalkunta",janapriya homes,"3rd party, Property Science",,17.337943,78.562978,,6574.0,,Gated community,500070.0,Chintalkunta,1426.75,,,no,9379454.5
2228171,"JK Imperial Residency, Mansoorabad",JK Imperial Residency,"3rd party, Property Science",,17.35014332,78.56457231,,7692.0,,Stand Alone / Apartment,500070.0,Mansoorabad,1890.0,,,no,14537880.0
2228171,"JK Imperial Residency, Mansoorabad",JK Imperial Residency,"3rd party, Property Science",,17.35014332,78.56457231,,7692.0,,Stand Alone / Apartment,500070.0,Mansoorabad,1537.25,,,no,11824527.0
2228172,"Kukatpally, Bhagya Nagar Colony",Kukatpally,"3rd party, Property Science",,17.34727656,78.53944133,,6535.0,,Unknown,,Bhagya Nagar Colony,1098.5,,,no,7178697.5
2228172,"Kukatpally, Bhagya Nagar Colony",Kukatpally,"3rd party, Property Science",,17.34941,78.54956,,10000.0,,Unknown,,Bhagya Nagar Colony,585.0,,,no,5850000.0
2228173,"Lakeview Apartment, Bhagya Nagar Colony",Lakeview Apartment,"3rd party, Property Science",,17.488003,78.419862,,6932.0,,Stand Alone / Apartment,500072.0,Bhagya Nagar Colony,876.0,,,no,6072432.0
2228173,"Lakeview Apartment, Bhagya Nagar Colony",Lakeview Apartment,"3rd party, Property Science",,17.488003,78.419862,,6932.0,,Stand Alone / Apartment,500072.0,Bhagya Nagar Colony,1446.0,,,no,10023672.0
2228174,"Laukik Ishan, Chintalkunta",Laukik Ishan,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,Chintalkunta,965.0,,,no,7678505.0
2228174,"Laukik Ishan, Chintalkunta",Laukik Ishan,"3rd party, Property Science",,17.33786827,78.55876963,,7957.0,,Unknown,500070.0,Chintalkunta,839.8,,,no,6682288.6
2248151,"Mahalaxmi Apartment, Chintalkunta",Mahalaxmi Apartment,"3rd party, Property Science",,17.33786827,78.55876963,,10405.0,,Unknown,500070.0,Chintalkunta,1200.0,,,no,12486000.0
2248151,"Mahalaxmi Apartment, Chintalkunta",Mahalaxmi Apartment,"3rd party, Property Science",,17.33786827,78.55876963,,10405.0,,Unknown,500070.0,Chintalkunta,1530.0,,,no,15919650.0
2315089,"Mahalaxmi Apartment, Chintalkunta",Mahalaxmi Apartment,"3rd party, Property Science",,17.33786827,78.55876963,,10405.0,,Unknown,500070.0,Chintalkunta,1265.0,,,no,13162325.0
2326064,"Mahasai Residency, Kailash Hills",Mahasai Residency,"3rd party, Property Science",,17.517407,78.415048,,5500.0,,Stand Alone / Apartment,500055.0,Kailash Hills,1200.0,,,no,6600000.0
2235817,"Namrata Residency, Amrutha Colony",Namrata Residency,"3rd party, Property Science",,17.41460386,78.57297374,,3448.0,,Stand Alone / Apartment,500092.0,,,,,no,
2235818,"Namrata Residency, Amrutha Colony",Namrata Residency,"3rd party, Property Science",,17.41460386,78.57297374,,3448.0,,Stand Alone / Apartment,500092.0,,,,,no,
2228178,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,5714.0,,Unknown,,Mansoorabad,1069.0,,,no,6108266.0
2228178,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,5714.0,,Unknown,,Mansoorabad,1488.5,,,no,8505289.0
2228179,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,9971.0,,Unknown,,Mansoorabad,1625.0,,,no,16202875.0
2228179,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,9971.0,,Unknown,,Mansoorabad,1020.5,,,no,10175405.5
2221687,"Rajeshwara, Ameerpet",Rajeshwara,"3rd party, Property Science",,17.43778615,78.44759371,,9255.0,,Unknown,500082.0,Ameerpet,1537.25,,,no,14227248.75
2382538,"Rajeshwara, Ameerpet",Rajeshwara,"3rd party, Property Science",,17.43778615,78.44759371,,9255.0,,Unknown,500082.0,Ameerpet,1537.25,,,no,14227248.75
2442468,"Saman Puram, samathanapuram, Demo City",Saman Puram,"3rd party, Property Science",,0.0,0.0,,8667.0,,Unknown,,"samathanapuram, Demo City",1131.0,,,no,9802377.0
2313367,"Sampada Residency, Alkapuri township, Nekhnampur",Sampada Residency,"3rd party, Property Science",,17.3956,78.4,,5015.0,,Stand Alone / Apartment,500089.0,"Alkapuri township, Nekhnampur",682.5,,,no,3422737.5
2375053,"Sanali Pinnacle, Shaikpet, Hyderabad",Sanali Pinnacle,"3rd party, Property Science",,17.4021,78.4068,,13571.0,,Stand Alone / Apartment,500008.0,"Shaikpet, Hyderabad",1371.5,,,no,18612626.5
2285756,"SANALI THE EDGE, Kokapet",SANALI THE EDGE,"3rd party, Property Science",,17.40246845,78.45625103,,4200.0,,Stand Alone / Apartment,500457.0,Kokapet,1235.0,,,no,5187000.0
2285957,"SANALI THE EDGE, Kokapet",SANALI THE EDGE,"3rd party, Property Science",,17.3918151,78.37701234,,4121.0,,Stand Alone / Apartment,500089.0,Kokapet,1170.0,,,no,4821570.0
